benchmark_id,framework,sf,instance,memory_usage
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.4917259216308594
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.5636672973632812
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.4235954284667969
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.3781013488769531
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.4695625305175781
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.33887481689453125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,3.4326095581054688
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,5.577762603759766
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,6.382362365722656
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,6.4276275634765625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,7.008197784423828
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,7.6332244873046875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,9.090145111083984
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,9.10396957397461
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,9.111404418945312
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,10.058704376220703
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,10.827587127685547
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,12.04940414428711
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,12.74094009399414
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,15.04928207397461
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,16.679153442382812
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,16.69482421875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,16.682201385498047
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,16.693065643310547
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,16.69180679321289
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,18.708473205566406
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,19.055999755859375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,19.036209106445312
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,19.101593017578125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,19.286231994628906
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,19.542896270751953
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,19.547664642333984
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,20.1768798828125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,20.70742416381836
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,20.696807861328125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,23.011856079101562
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,22.98965072631836
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,22.954830169677734
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,22.955596923828125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,22.930259704589844
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,22.933067321777344
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,22.93042755126953
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,22.951923370361328
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,22.942974090576172
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,22.943313598632812
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,23.655643463134766
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,23.646961212158203
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,23.392108917236328
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,23.3209228515625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,23.31174087524414
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,23.314922332763672
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,23.27340316772461
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,23.28797149658203
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,12.604991912841797
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,12.608264923095703
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,12.604351043701172
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,12.61273193359375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,12.623886108398438
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,12.627914428710938
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,14.505386352539062
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,14.506156921386719
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,11.650131225585938
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,11.645198822021484
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,12.757797241210938
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,12.94717025756836
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,13.448482513427734
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,14.549663543701172
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,15.138664245605469
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,15.96273422241211
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,6.103057861328125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,6.072505950927734
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,3.916461944580078
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,3.9141387939453125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,3.91094970703125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,3.910491943359375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,3.9003524780273438
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,3.9007110595703125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,3.9030380249023438
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.4250526428222656
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.45040130615234375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.42230987548828125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.42218780517578125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.4223518371582031
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.4223747253417969
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.4227714538574219
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.42232513427734375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.4219512939453125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.4226226806640625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.4226036071777344
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.4217033386230469
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.421905517578125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.4219245910644531
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.40285491943359375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.39862823486328125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.3970222473144531
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.39357757568359375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.3924102783203125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.37082672119140625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.3580589294433594
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.346588134765625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.3404998779296875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.33156585693359375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.3262062072753906
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.3214912414550781
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.31121063232421875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.3017311096191406
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.29730987548828125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.2739715576171875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.2684326171875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.26596832275390625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.2616920471191406
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.257080078125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.255523681640625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.2537078857421875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.25110626220703125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.24956512451171875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.2508430480957031
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.243499755859375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.23838043212890625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.23022842407226562
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.22782516479492188
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.22724151611328125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.22539901733398438
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.22505950927734375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.22458267211914062
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.219573974609375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.21968841552734375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.22046279907226562
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.22119903564453125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.22129440307617188
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.22066116333007812
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.22026443481445312
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.220855712890625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.22134017944335938
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.22233200073242188
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.22121429443359375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.22122955322265625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.2204742431640625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.221405029296875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.22088623046875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.22130966186523438
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.22128677368164062
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.22179794311523438
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.21774673461914062
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.21776580810546875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.21898269653320312
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.21735000610351562
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.2186279296875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.22015762329101562
MjAyMzExMDcxODU0NDQ=,Airbyte,42,SOURCE,0.21918106079101562
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.13390731811523438
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.15891265869140625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.18668365478515625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.19794082641601562
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.20721054077148438
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.22183990478515625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.2349395751953125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.24518203735351562
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.2567329406738281
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.27066802978515625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.2818145751953125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.2913322448730469
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.3021659851074219
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.308929443359375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.3004646301269531
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.3012657165527344
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.3074073791503906
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.30579376220703125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.3091239929199219
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.2826499938964844
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.2850379943847656
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.2935142517089844
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.2982826232910156
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.3003082275390625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.30138397216796875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.3060646057128906
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.29756927490234375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.2916908264160156
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.29791259765625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.24940109252929688
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.2525596618652344
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.2556724548339844
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.25485992431640625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.2612457275390625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.2627067565917969
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.26445770263671875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.2607841491699219
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.2617034912109375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.26605987548828125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.2537841796875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.262725830078125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.2705535888671875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.27504730224609375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.2762908935546875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.2790946960449219
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.27388763427734375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.2774238586425781
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.271636962890625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.287506103515625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.3011436462402344
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.3117637634277344
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.32155609130859375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.3311882019042969
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.3383827209472656
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.3482933044433594
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.3526039123535156
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.35503387451171875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.3582038879394531
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.3571014404296875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.35919189453125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.3595428466796875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.3609466552734375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.35720062255859375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.38036346435546875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.3605155944824219
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.6848335266113281
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.5439453125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.4108009338378906
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.4774055480957031
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.3968048095703125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.3233299255371094
MjAyMzExMDcxODU0NDQ=,Airbyte,42,TARGET,0.39244842529296875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,3.814960479736328
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,7.272735595703125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,8.51473617553711
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,8.6116943359375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,8.662857055664062
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,8.564628601074219
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,9.039016723632812
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,9.179161071777344
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,9.241893768310547
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,9.275482177734375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,9.381763458251953
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,10.41156005859375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,12.119831085205078
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,12.205963134765625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,12.3150634765625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,12.330146789550781
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,12.39678955078125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,12.39858627319336
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,12.429218292236328
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,12.433242797851562
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,12.434974670410156
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,12.473743438720703
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,12.473960876464844
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,12.502948760986328
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,12.501319885253906
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,14.695110321044922
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,14.783935546875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,14.771095275878906
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,14.822490692138672
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,15.068428039550781
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,15.442466735839844
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,16.0047607421875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,15.993263244628906
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,17.35379409790039
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,17.334171295166016
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,17.319229125976562
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,18.92724609375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.899085998535156
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.89712905883789
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.88292694091797
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.882164001464844
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.874347686767578
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.86548614501953
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.95726776123047
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.952117919921875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.948410034179688
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.942916870117188
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.97564697265625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.972225189208984
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.974349975585938
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.96996307373047
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.980796813964844
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.977245330810547
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.984413146972656
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.980514526367188
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.971378326416016
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.976192474365234
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.970943450927734
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.960533142089844
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.979652404785156
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.96816635131836
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,19.975540161132812
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,10.398609161376953
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,10.380569458007812
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,11.14498519897461
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,11.788414001464844
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,12.746185302734375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,12.586814880371094
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,14.106101989746094
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,14.106674194335938
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,14.109939575195312
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,14.687580108642578
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,14.687690734863281
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,14.690181732177734
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,14.75314712524414
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,10.712474822998047
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,11.597175598144531
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,11.997505187988281
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,12.526596069335938
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,13.19968032836914
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,13.654457092285156
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,13.440746307373047
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,14.696174621582031
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,7.611392974853516
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,7.454990386962891
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,7.340576171875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,3.623992919921875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,3.628681182861328
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,3.629924774169922
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,3.6169471740722656
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,3.6164093017578125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,3.6174468994140625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,3.618865966796875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,AIRBYTE,3.6190719604492188
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3437652587890625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.34807586669921875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3442802429199219
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3441505432128906
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3442878723144531
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3445854187011719
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.34566497802734375
