benchmark_id,framework,sf,instance,memory_usage
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.27114105224609375
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.2835426330566406
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.2972221374511719
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.3101539611816406
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.31943511962890625
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.3337974548339844
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.3411903381347656
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.35022735595703125
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.3564033508300781
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.36090850830078125
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.3586921691894531
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.3592376708984375
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.3572845458984375
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.36063385009765625
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.3582611083984375
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.3629722595214844
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.3627433776855469
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.36371612548828125
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.36456298828125
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.36907958984375
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.368804931640625
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.36295318603515625
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.3629150390625
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.5204505920410156
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.36128997802734375
MjAyMzExMDcxNjI4MjE=,Airbyte,24,TARGET,0.3016777038574219
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,3.277050018310547
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,6.726207733154297
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,8.329608917236328
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,8.827064514160156
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,11.095928192138672
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,11.093585968017578
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,11.36077880859375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,11.357704162597656
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,11.358257293701172
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,11.358882904052734
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,11.357738494873047
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,11.353607177734375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,8.927745819091797
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,11.849502563476562
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,11.913993835449219
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,12.18466567993164
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,13.039749145507812
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,13.203102111816406
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,14.659915924072266
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,14.66330337524414
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,15.209461212158203
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,15.209850311279297
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,15.224807739257812
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,15.223682403564453
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,15.287220001220703
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,15.291213989257812
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,15.285736083984375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,15.289196014404297
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,15.322250366210938
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,10.460479736328125
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,11.239288330078125
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,11.843559265136719
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,12.57986831665039
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,12.874282836914062
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,12.821273803710938
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,12.726581573486328
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,13.776569366455078
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,14.463909149169922
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,14.63705825805664
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,8.366695404052734
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,3.325115203857422
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,3.32598876953125
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,3.3268508911132812
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,3.3138580322265625
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,3.3135414123535156
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.351898193359375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.35308074951171875
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3510704040527344
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3517951965332031
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3521995544433594
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3519172668457031
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3516654968261719
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.35186004638671875
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.35198211669921875
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3539924621582031
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.351715087890625
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3515586853027344
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3530311584472656
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3526191711425781
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3521080017089844
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3528861999511719
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3537940979003906
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3522491455078125
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3516426086425781
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.35193634033203125
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.351898193359375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3486328125
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3502960205078125
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3497581481933594
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3487663269042969
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3484306335449219
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3478126525878906
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.34799957275390625
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3467063903808594
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.34705352783203125
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3466606140136719
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3469276428222656
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3460960388183594
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.34598541259765625
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.34583282470703125
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3439750671386719
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3455848693847656
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3452949523925781
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3454132080078125
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.34569549560546875
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3430366516113281
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.34233856201171875
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3423118591308594
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.34409332275390625
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,0.3421592712402344
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.13949966430664062
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.16368484497070312
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.191986083984375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.20319747924804688
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.2174530029296875
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.22851181030273438
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.24280929565429688
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.2554664611816406
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.26373291015625
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.2751426696777344
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.281402587890625
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.2900390625
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.3024253845214844
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.31110382080078125
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.3229713439941406
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.333892822265625
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.34764862060546875
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.36019134521484375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.35791778564453125
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.3589820861816406
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.3581085205078125
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.3589935302734375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.35884857177734375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.3585090637207031
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.35894012451171875
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.3601722717285156
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.357574462890625
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.36014556884765625
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.3606300354003906
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.35843658447265625
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.3598060607910156
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.3630104064941406
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.3621253967285156
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.36151123046875
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.35770416259765625
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.3585624694824219
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.3586921691894531
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.3573646545410156
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.3563880920410156
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.35898590087890625
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.3552665710449219
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.5141983032226562
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.38668060302734375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.38169097900390625
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.321624755859375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,3.2650680541992188
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,6.877735137939453
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,7.609165191650391
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,9.521648406982422
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,9.834526062011719
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,9.851112365722656
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,9.862884521484375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,10.843624114990234
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,11.68557357788086
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,12.697578430175781
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,13.398860931396484
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,14.017234802246094
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,14.908157348632812
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,15.797172546386719
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,15.811397552490234
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,17.43227767944336
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,17.453350067138672
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,17.581707000732422
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,18.294391632080078
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,18.446453094482422
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,18.609691619873047
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,18.60592269897461
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,19.479751586914062
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,19.475921630859375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,20.728439331054688
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,20.732295989990234
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,20.841800689697266
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,21.447650909423828
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,21.451000213623047
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,21.46337890625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,21.469432830810547
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,21.470104217529297
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,21.468162536621094
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,21.468910217285156
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,21.468311309814453
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,21.46506118774414
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,21.48886489868164
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,12.930164337158203
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,12.934375762939453
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,12.92629623413086
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,12.927406311035156
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,12.936981201171875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,12.936912536621094
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,12.935977935791016
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,6.659019470214844
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,8.792152404785156
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,9.42856216430664
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,10.349311828613281
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,11.526439666748047
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,12.665596008300781
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,12.688064575195312
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,3.3326187133789062
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,3.3342437744140625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,3.3321075439453125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,3.3325271606445312
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,3.319110870361328
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,3.3187828063964844
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.3878211975097656
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.39128875732421875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.388946533203125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.3882331848144531
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.38885498046875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.3884239196777344
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.38983917236328125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.39069366455078125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.3892250061035156
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.3887596130371094
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.3887672424316406
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.38932037353515625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.388153076171875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.3894805908203125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.38832855224609375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.37326812744140625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.36621856689453125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.3618011474609375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.353607177734375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.3440399169921875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.3392143249511719
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.336944580078125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.324493408203125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.3197135925292969
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.3057746887207031
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.30066680908203125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.2996406555175781
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.2910003662109375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.288848876953125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.2849388122558594
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.2832794189453125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.28263092041015625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.2797813415527344
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.27919769287109375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.27858734130859375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.2749214172363281
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.2744407653808594
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.26619720458984375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.26708984375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.26561737060546875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.2673377990722656
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.26712799072265625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.26581573486328125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.2668914794921875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.2673492431640625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.26688385009765625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.2664985656738281
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.2658729553222656
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.267822265625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.2664909362792969
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.2667388916015625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.2640266418457031
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.2629547119140625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.2632713317871094
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.2646026611328125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.2630195617675781
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,0.2635536193847656
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.14003753662109375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.16559982299804688
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.190399169921875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.20386505126953125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.21879959106445312
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.232208251953125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.24373245239257812
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2536125183105469
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2660713195800781
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.27796173095703125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2877998352050781
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2961158752441406
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.30529022216796875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.31153106689453125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.314605712890625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2906303405761719
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2964439392089844
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2984657287597656
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2908210754394531
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.29712677001953125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.29807281494140625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.3023338317871094
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2923011779785156
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.29627227783203125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2757301330566406
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2833366394042969
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.281280517578125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.27557373046875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2780914306640625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2735176086425781
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2797279357910156
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.27886199951171875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2831001281738281
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2800941467285156
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.28366851806640625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2845191955566406
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2838897705078125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2786064147949219
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2908439636230469
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.3049354553222656
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.31449127197265625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.32399749755859375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.334259033203125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.3415870666503906
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.3469886779785156
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.3498649597167969
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.3538665771484375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.35906982421875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.35888671875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.3604736328125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.361663818359375
