benchmark_id,framework,sf,instance,cpu_usage
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,16.247484909438825
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,11.92982456140003
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,8.483935742990324
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,13.898645258385036
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,2.671370967725599
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,21.50753768842358
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,17.478653942748856
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,15.971873430433028
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,17.119838872108755
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,16.282565130248994
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,2.1244309560041383
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,4.6441191317515855
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,18.963782696171876
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,19.20362903226248
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,17.16867469878139
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,19.155354449470614
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,18.589420654920275
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,11.645569620247894
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,15.781487101654854
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,19.7289156626699
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,13.89167502507855
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,2.7999999999976533
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,2.7735753907938623
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,18.696741854624914
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,1.754385964918894
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,3.8364462392557126
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,18.149824032182266
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,1.30653266332833
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,16.984924623096322
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,7.329317269077394
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,1.8990504747647685
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,1.7051153460255448
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,15.631262525081175
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,17.620481927711808
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,1.2600806451608908
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,15.477386934662373
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,1.656626506011188
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,21.482602117997608
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,75.28996469996635
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,20.86912582112878
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,41.09657947686083
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,34.70824949701724
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,18.712273641824602
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,17.679558011027062
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,21.791645697022588
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,19.265593561359278
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,19.646464646457197
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,17.487437185942632
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,17.211877201821235
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,20.923231309568216
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,31.074297188791533
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,1.423662248397743
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,19.224962254674228
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,10.859728506788484
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,16.431451612899657
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,16.40742599097466
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,18.076535750224114
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,15.646940822459923
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,7.750377453472337
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,18.539042821157363
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,7.614725163892376
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,86.98074974669335
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,35.63508064515287
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,30.909090909090626
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,21.643286573158097
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,17.866129843986396
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,29.85375693392861
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,17.878787878788106
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,22.18860312659427
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,20.13118062563703
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,23.061327927016126
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,29.6240601503697
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,34.177215189884244
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,36.45047762695242
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,25.866398794552953
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,15.702063412173498
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,29.488465396158887
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,3.462117410948256
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,2.1586345381595655
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,2.3629964806277335
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,2.2567703109298134
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,2.706766917275489
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,2.36299648063832
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,2.657973921769592
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,2.63157894736538
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,3.907815631245829
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,1.6516516516632402
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,1.954887218029921
MjAyMzExMDcyMzU2MTc=,Airbyte,72,SOURCE,2.4623115578056507
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,1.9114688128804815
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,18.085642317356417
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,18.626956082780605
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,19.848866498724536
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,15.617128463473279
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,8.266129032268244
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,13.69587109768456
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,15.210843373480493
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,18.44611528823387
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,16.84210526315931
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,18.580060422956734
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,19.529293940901013
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,17.685370741480288
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,16.067864271477912
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,16.213494461233452
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,17.19777440565919
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,21.300563236045257
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,18.608169440245014
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,19.193954659953167
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,17.894736842107363
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,16.202531645561656
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,13.592723597767845
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,11.650000000004718
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,11.094224924012432
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,9.449216776149052
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,10.116337885688957
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,6.968463886063474
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,9.91401112798097
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,10.875063227119655
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.392947103281697
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.292191435763298
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,10.759175465061412
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.456228114067132
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,7.997987927572667
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,8.877551020405102
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,13.622603430871461
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,9.37027707808975
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.095141700402412
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,9.7891566265022
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,16.75865529353829
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,14.357682619636122
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,16.901408450699293
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,17.393483709275838
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,15.507753876929819
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,16.918429003010253
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,15.834594049418074
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,16.365461847394304
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,13.118062563058015
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,14.839034205231853
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,15.349544072943152
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.87078934136558
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,17.913486005099358
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.61306532663648
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,11.894052973524866
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,14.459049544973935
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,8.862034239678179
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.663975782046641
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,5.6795131845871305
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.525150905445006
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.600806451618613
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,10.299340436323421
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.034239677741898
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,10.663983903419794
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,10.809451985924799
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,10.060667340751452
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,6.542526421738448
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,7.9373104145422255
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,7.828282828274648
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.588116817727022
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.958312405822667
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.468193384233778
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.582112177874267
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.71907861792677
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,4.91388044578521
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,7.478524507331811
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,10.055583628095576
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,10.299340436323085
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,11.032028469757206
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,8.693467336691915
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,10.030395136782825
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,10.759175465040125
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,9.509357612551852
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.2583926754862
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,7.186544342526265
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,6.659888154567882
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,8.607594936704883
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,11.213047910289156
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,5.6594239514790114
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,7.567293042160602
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,14.307304785885336
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,5.365355135413409
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,11.67919799498771
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,7.797468354422449
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,6.164034640868512
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,7.394186639475811
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,13.661476644916162
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,9.696969696974099
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,6.114199090446234
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,8.549618320609774
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,5.572597137005185
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.563067608470355
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,17.19298245613641
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,15.612449799208793
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,20.000000000017554
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,20.140986908349255
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.955465587036553
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,13.539553752530347
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,15.411646586344025
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,9.97481108312449
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,10.78234704112802
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,13.760080645156064
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.449596774188992
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,15.516372795960592
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,15.733736762483662
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,4.420731707312834
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,14.957049014640104
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.073357106464176
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,11.071789686556228
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,9.864116758953276
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.982456140353541
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,10.513078470815815
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,10.451547437844791
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.348790322577093
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,6.545820745220111
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,19.083585095667154
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,22.29558151345507
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,14.49348044132059
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,12.368024132733261
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,13.585858585876645
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,16.05435329642618
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,10.202020202030711
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,14.659949622160982
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,14.119433198391325
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,13.16725978649244
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,15.075376884418592
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,17.35412474849147
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,16.70020120724702
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,14.631685166494785
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,8.70646766170393
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,16.96787148593005
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,26.629610914622575
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,21.143146181110666
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,21.71253822629589
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,28.021108179436204
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,28.800413650471086
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,15.53299492385469
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,44.157814871041936
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,20.393740535082955
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,41.90954773868494
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,14.896829391035427
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,23.076923076914547
MjAyMzExMDcyMzU2MTc=,Airbyte,72,TARGET,31.692616775469336
