benchmark_id,framework,sf,instance,memory_buffer
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,0.999969482421875
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,0.9665184020996094
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,0.9347991943359375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,0.943389892578125
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,0.9208869934082031
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,1.0503730773925781
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,1.0531654357910156
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,0.9217758178710938
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,0.9228477478027344
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,0.923126220703125
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,0.9234542846679688
MjAyMzExMDcxNzA2MTA=,Airbyte,29,AIRBYTE,0.9238433837890625
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.172565460205078
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.172710418701172
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.172721862792969
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.173297882080078
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.188800811767578
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.1889190673828125
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.1889190673828125
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.189022064208984
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.189136505126953
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.189136505126953
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.189243316650391
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.189243316650391
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.189243316650391
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.189243316650391
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.1893157958984375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.1893157958984375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.1893157958984375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.189891815185547
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.189891815185547
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.189891815185547
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.173748016357422
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.1054840087890625
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.104900360107422
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.096736907958984
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.047092437744141
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.045291900634766
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.040615081787109
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.040790557861328
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,5.011737823486328
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,4.973468780517578
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,4.973468780517578
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,4.973468780517578
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,4.973480224609375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,4.973480224609375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,4.973480224609375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,4.973613739013672
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,4.973613739013672
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,4.973903656005859
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,4.973926544189453
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,4.973941802978516
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,4.973941802978516
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,4.973941802978516
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,4.973941802978516
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,4.973941802978516
MjAyMzExMDcxNzA2MTA=,Airbyte,29,SOURCE,4.973941802978516
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.2746162414550781
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,0.9805183410644531
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,2.0268592834472656
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,2.403656005859375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,2.870960235595703
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,3.271045684814453
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,3.6785011291503906
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,4.068553924560547
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,4.409259796142578
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,4.745655059814453
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,5.042652130126953
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,5.313140869140625
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,5.679744720458984
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,6.025901794433594
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,6.443874359130859
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,6.804088592529297
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.17724609375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.544166564941406
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.578884124755859
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.5782623291015625
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.555976867675781
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.536159515380859
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.533367156982422
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.5059814453125
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.502841949462891
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.431873321533203
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.434650421142578
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.519710540771484
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.569026947021484
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.578678131103516
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.577289581298828
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.574245452880859
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.5748748779296875
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.575603485107422
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.5794525146484375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.578369140625
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.578090667724609
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.57958984375
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.5800323486328125
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.578346252441406
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.550579071044922
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.423103332519531
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.550609588623047
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.555629730224609
MjAyMzExMDcxNzA2MTA=,Airbyte,29,TARGET,7.615383148193359
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.9458885192871094
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.9955520629882812
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.9718284606933594
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.970550537109375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.999298095703125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.9812202453613281
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.9754219055175781
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.989501953125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.9945144653320312
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,1.0207290649414062
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,1.0086517333984375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,1.0347862243652344
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,1.0352935791015625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,1.0357284545898438
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,1.0135345458984375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.8606452941894531
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.7926788330078125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.7672348022460938
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.679931640625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.6475791931152344
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.6148796081542969
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.6067314147949219
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.5606040954589844
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.5395965576171875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.4951629638671875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.4556312561035156
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.44384002685546875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.4114646911621094
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.39598846435546875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.3833160400390625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.4140129089355469
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.3989982604980469
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.37308502197265625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.3917121887207031
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.3668403625488281
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.362091064453125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.37992095947265625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.35163116455078125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.3529853820800781
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.3538246154785156
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.3667182922363281
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.36775970458984375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.3796577453613281
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.38021087646484375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.3872947692871094
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.3799858093261719
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.3887176513671875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.3651847839355469
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.3657341003417969
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.3580780029296875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.3823356628417969
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.43515777587890625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.4357109069824219
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.4359588623046875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.4363059997558594
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.43719482421875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,AIRBYTE,0.4374580383300781
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,5.987804412841797
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,5.987949371337891
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,5.987800598144531
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,5.988056182861328
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,5.996349334716797
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,6.0001983642578125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,6.0001983642578125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,6.0001983642578125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,6.000270843505859
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,6.000270843505859
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,6.000270843505859
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,6.000339508056641
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,6.000339508056641
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,6.000339508056641
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,5.947212219238281
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,5.411998748779297
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,5.195339202880859
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,5.038928985595703
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,4.711090087890625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,4.396907806396484
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,4.210834503173828
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,4.087890625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,3.6614990234375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,3.5362625122070312
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,3.0393600463867188
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.8595237731933594
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.7769432067871094
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.512958526611328
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.39788818359375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.3031768798828125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.2639083862304688
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.2041549682617188
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.131000518798828
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.0934524536132812
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.0344810485839844
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,1.9626579284667969
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,1.9287681579589844
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.407238006591797
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.4074058532714844
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.40753173828125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.40777587890625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.40777587890625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.4079666137695312
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.4080123901367188
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.4080581665039062
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.4080734252929688
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.4080734252929688
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.4082069396972656
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.408580780029297
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.5076255798339844
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.5076637268066406
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.5125770568847656
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.5125770568847656
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.5125770568847656
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.5125770568847656
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.5126724243164062
MjAyMzExMDcxNzU0MDY=,Airbyte,35,SOURCE,2.5126724243164062
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,0.2775154113769531
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,1.0649375915527344
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,1.9442634582519531
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,2.4038009643554688
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,2.911334991455078
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,3.3385086059570312
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,3.7044639587402344
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,4.1207122802734375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,4.521915435791016
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,4.878597259521484
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.204624176025391
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.477020263671875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.76177978515625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,6.004180908203125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,6.141990661621094
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.298267364501953
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.550601959228516
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.613594055175781
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.312889099121094
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.5547637939453125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.635433197021484
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.799861907958984
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.448493957519531
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.600170135498047
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,4.875770568847656
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.185310363769531
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.126792907714844
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,4.926445007324219
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.054008483886719
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,4.993862152099609
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.171669006347656
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.134521484375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.358283996582031
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.271919250488281
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.291748046875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.495697021484375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.404262542724609
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.191761016845703
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,5.674198150634766
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,6.070648193359375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,6.435569763183594
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,6.755828857421875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,7.0677642822265625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,7.350044250488281
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,7.536766052246094
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,7.587459564208984
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,7.583255767822266
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,7.5779571533203125
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,7.578327178955078
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,7.576877593994141
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,7.575042724609375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,7.445281982421875
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,7.3737945556640625
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,7.513668060302734
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,7.558879852294922
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,7.46771240234375
MjAyMzExMDcxNzU0MDY=,Airbyte,35,TARGET,7.598293304443359
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.564971923828125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.6086807250976562
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.6212615966796875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.6337928771972656
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.6328811645507812
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.6241798400878906
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.6340522766113281
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.6347160339355469
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.6388931274414062
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.6395530700683594
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.6660499572753906
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.6795158386230469
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.6928672790527344
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.6899375915527344
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.5358123779296875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.54766845703125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.5385704040527344
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.5181121826171875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.532073974609375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.4427375793457031
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.3882637023925781
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.3754005432128906
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.3601226806640625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.32212066650390625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.3211669921875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.3164520263671875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.3020210266113281
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.2854652404785156
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.2696266174316406
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.23546600341796875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.22700119018554688
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.22857284545898438
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.22694778442382812
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.21836090087890625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.21109771728515625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.20946121215820312
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.21998977661132812
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.23418045043945312
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.21335220336914062
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.2117767333984375
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.18532180786132812
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.1913604736328125
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.17958450317382812
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.20295333862304688
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.20553207397460938
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.19506454467773438
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.19656753540039062
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.19638824462890625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.2430572509765625
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.23364639282226562
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.2684783935546875
MjAyMzExMDcxODU0NDQ=,Airbyte,42,AIRBYTE,0.2697792053222656
